Chromosome	Start	End	Gene	Strand	Gene.id	Gene.Type	Gene.Status	entrez_id
ENSG00000137656.7	11	116618886	116643704	BUD13	-	ENSG00000137656.7	protein_coding	KNOWN	84811
ENSG00000109917.6	11	116648436	116658766	ZNF259	-	ENSG00000109917.6	protein_coding	KNOWN	8882
ENSG00000110243.7	11	116660083	116663136	APOA5	-	ENSG00000110243.7	protein_coding	KNOWN	116519
ENSG00000110244.5	11	116691419	116694022	APOA4	-	ENSG00000110244.5	protein_coding	KNOWN	337
ENSG00000110245.7	11	116700422	116703788	APOC3	+	ENSG00000110245.7	protein_coding	KNOWN	345
ENSG00000118137.5	11	116706467	116708666	APOA1	-	ENSG00000118137.5	protein_coding	KNOWN	335
ENSG00000160584.11	11	116714118	116969153	SIK3	-	ENSG00000160584.11	protein_coding	KNOWN	23387
ENSG00000168092.9	11	117014983	117047610	PAFAH1B2	+	ENSG00000168092.9	protein_coding	KNOWN	5049
ENSG00000149577.11	11	117049449	117068160	SIDT2	+	ENSG00000149577.11	protein_coding	KNOWN	51092
ENSG00000149591.12	11	117070037	117075052	TAGLN	+	ENSG00000149591.12	protein_coding	KNOWN	6876
ENSG00000160613.8	11	117075499	117103241	PCSK7	-	ENSG00000160613.8	protein_coding	KNOWN	9159
ENSG00000167257.6	11	117103341	117156401	RNF214	+	ENSG00000167257.6	protein_coding	KNOWN	257160
ENSG00000186318.12	11	117157162	117186975	BACE1	-	ENSG00000186318.12	protein_coding	KNOWN	23621
ENSG00000110274.10	11	117185273	117283984	CEP164	+	ENSG00000110274.10	protein_coding	KNOWN	22897
ENSG00000177103.9	11	117298489	117688240	DSCAML1	-	ENSG00000177103.9	protein_coding	KNOWN	57453
ENSG00000137731.9	11	117671559	117699413	FXYD2	-	ENSG00000137731.9	protein_coding	KNOWN	486
ENSG00000137726.11	11	117707693	117748201	FXYD6	-	ENSG00000137726.11	protein_coding	KNOWN	53826
ENSG00000137747.10	11	117771358	117800174	TMPRSS13	-	ENSG00000137747.10	protein_coding	KNOWN	84000
ENSG00000110324.5	11	117857063	117872194	IL10RA	+	ENSG00000110324.5	protein_coding	KNOWN	3587
ENSG00000137648.12	11	117947753	117992605	TMPRSS4	+	ENSG00000137648.12	protein_coding	KNOWN	56649
ENSG00000177098.4	11	118004092	118023603	SCN4B	-	ENSG00000177098.4	protein_coding	KNOWN	6330
ENSG00000149575.5	11	118032666	118047388	SCN2B	-	ENSG00000149575.5	protein_coding	KNOWN	6327
ENSG00000160593.13	11	118064455	118095809	AMICA1	-	ENSG00000160593.13	protein_coding	KNOWN	120425
ENSG00000160588.5	11	118097409	118123065	MPZL3	-	ENSG00000160588.5	protein_coding	KNOWN	196264
ENSG00000149573.4	11	118124118	118135251	MPZL2	-	ENSG00000149573.4	protein_coding	KNOWN	10205
ENSG00000198851.5	11	118175260	118186890	CD3E	+	ENSG00000198851.5	protein_coding	KNOWN	916
ENSG00000167286.5	11	118209669	118213459	CD3D	-	ENSG00000167286.5	protein_coding	KNOWN	915
ENSG00000160654.5	11	118215059	118225876	CD3G	+	ENSG00000160654.5	protein_coding	KNOWN	917
ENSG00000110344.5	11	118230300	118269926	UBE4A	+	ENSG00000110344.5	protein_coding	KNOWN	9354
ENSG00000254873.1	11	118272444	118272610	RP11-770J1.5	-	ENSG00000254873.1	protein_coding	KNOWN	NA
ENSG00000167283.3	11	118271869	118302211	ATP5L	+	ENSG00000167283.3	protein_coding	KNOWN	10632
ENSG00000255384.1	11	118303836	118305921	RP11-770J1.4	-	ENSG00000255384.1	protein_coding	KNOWN	NA
ENSG00000118058.16	11	118307205	118397539	KMT2A	+	ENSG00000118058.16	protein_coding	KNOWN	4297
ENSG00000172425.6	11	118398291	118401705	TTC36	+	ENSG00000172425.6	protein_coding	KNOWN	143941
ENSG00000149582.11	11	118401913	118417995	TMEM25	+	ENSG00000149582.11	protein_coding	KNOWN	84866
ENSG00000118096.3	11	118415243	118443685	IFT46	-	ENSG00000118096.3	protein_coding	KNOWN	56912
ENSG00000095139.9	11	118443105	118473748	ARCN1	+	ENSG00000095139.9	protein_coding	KNOWN	372
ENSG00000019144.12	11	118477155	118528025	PHLDB1	+	ENSG00000019144.12	protein_coding	KNOWN	23187
ENSG00000118094.7	11	118528742	118550382	TREH	-	ENSG00000118094.7	protein_coding	KNOWN	11181
ENSG00000110367.7	11	118620034	118661845	DDX6	-	ENSG00000110367.7	protein_coding	KNOWN	1656
ENSG00000160683.4	11	118754475	118764583	CXCR5	+	ENSG00000160683.4	protein_coding	KNOWN	643
ENSG00000186174.8	11	118768509	118796317	BCL9L	-	ENSG00000186174.8	protein_coding	KNOWN	283149
ENSG00000110375.2	11	118795873	118829269	UPK2	+	ENSG00000110375.2	protein_coding	KNOWN	7379
ENSG00000176302.8	11	118842417	118852001	FOXR1	+	ENSG00000176302.8	protein_coding	KNOWN	283150
ENSG00000186166.4	11	118868852	118886421	CCDC84	+	ENSG00000186166.4	protein_coding	KNOWN	338657
ENSG00000118181.6	11	118886456	118889141	RPS25	-	ENSG00000118181.6	protein_coding	KNOWN	6230
ENSG00000196655.5	11	118889401	118896164	TRAPPC4	+	ENSG00000196655.5	protein_coding	KNOWN	51399
ENSG00000137700.12	11	118894845	118901616	SLC37A4	-	ENSG00000137700.12	protein_coding	KNOWN	2542
ENSG00000149428.14	11	118915457	118927913	HYOU1	-	ENSG00000149428.14	protein_coding	KNOWN	10525
ENSG00000160695.10	11	118938410	118952688	VPS11	+	ENSG00000160695.10	protein_coding	KNOWN	55823
ENSG00000256269.2	11	118955576	118964259	HMBS	+	ENSG00000256269.2	protein_coding	KNOWN	3145
ENSG00000188486.3	11	118964564	118966177	H2AFX	-	ENSG00000188486.3	protein_coding	KNOWN	3014
ENSG00000172269.12	11	118967213	118979041	DPAGT1	-	ENSG00000172269.12	protein_coding	KNOWN	1798
ENSG00000172375.8	11	118973082	118989252	C2CD2L	+	ENSG00000172375.8	protein_coding	KNOWN	9854
ENSG00000172273.8	11	118992297	119006752	HINFP	+	ENSG00000172273.8	protein_coding	KNOWN	25988
ENSG00000172350.5	11	119019722	119033360	ABCG4	+	ENSG00000172350.5	protein_coding	KNOWN	64137
ENSG00000160703.11	11	119037277	119054725	NLRX1	+	ENSG00000160703.11	protein_coding	KNOWN	79671
ENSG00000172367.11	11	119056184	119060346	PDZD3	+	ENSG00000172367.11	protein_coding	KNOWN	79849
ENSG00000248712.3	11	119060933	119066584	CCDC153	-	ENSG00000248712.3	protein_coding	KNOWN	283152
ENSG00000110395.4	11	119076752	119178859	CBL	+	ENSG00000110395.4	protein_coding	KNOWN	867
ENSG00000076706.10	11	119179241	119192231	MCAM	-	ENSG00000076706.10	protein_coding	KNOWN	4162
ENSG00000173456.4	11	119205237	119208023	RNF26	+	ENSG00000173456.4	protein_coding	KNOWN	79102
ENSG00000223953.3	11	119209652	119211593	C1QTNF5	-	ENSG00000223953.3	protein_coding	KNOWN	114902
ENSG00000235718.3	11	119211878	119217383	MFRP	-	ENSG00000235718.3	protein_coding	KNOWN	83552
ENSG00000036672.11	11	119225925	119252436	USP2	-	ENSG00000036672.11	protein_coding	KNOWN	9099
ENSG00000154096.9	11	119288090	119295695	THY1	-	ENSG00000154096.9	protein_coding	KNOWN	7070
ENSG00000110400.6	11	119494120	119599794	PVRL1	-	ENSG00000110400.6	protein_coding	KNOWN	5818
ENSG00000137699.12	11	119981983	120056237	TRIM29	-	ENSG00000137699.12	protein_coding	KNOWN	23650
ENSG00000176984.2	11	120039685	120042387	AP000679.2	+	ENSG00000176984.2	protein_coding	PUTATIVE	NA
ENSG00000184232.4	11	120081475	120101041	OAF	+	ENSG00000184232.4	protein_coding	KNOWN	220323
ENSG00000137709.5	11	120107349	120190653	POU2F3	+	ENSG00000137709.5	protein_coding	KNOWN	25833
ENSG00000181264.4	11	120195838	120204391	TMEM136	+	ENSG00000181264.4	protein_coding	KNOWN	219902
ENSG00000196914.4	11	120207787	120360645	ARHGEF12	+	ENSG00000196914.4	protein_coding	KNOWN	23365
ENSG00000269601.1	11	120329880	120330047	AP000758.1	-	ENSG00000269601.1	protein_coding	NOVEL	NA
ENSG00000149403.7	11	120382468	120859613	GRIK4	+	ENSG00000149403.7	protein_coding	KNOWN	2900
ENSG00000154114.8	11	120894781	120961484	TBCEL	+	ENSG00000154114.8	protein_coding	KNOWN	219899
ENSG00000109927.5	11	120971882	121062202	TECTA	+	ENSG00000109927.5	protein_coding	KNOWN	7007
ENSG00000109929.5	11	121163162	121179403	SC5D	+	ENSG00000109929.5	protein_coding	KNOWN	6309
ENSG00000137642.8	11	121322912	121504402	SORL1	+	ENSG00000137642.8	protein_coding	KNOWN	6653
ENSG00000259571.1	11	121986062	121986840	BLID	-	ENSG00000259571.1	protein_coding	KNOWN	414899
ENSG00000154127.5	11	122526383	122685181	UBASH3B	+	ENSG00000154127.5	protein_coding	KNOWN	84959
ENSG00000109943.4	11	122709208	122743347	CRTAM	+	ENSG00000109943.4	protein_coding	KNOWN	56253
ENSG00000109944.6	11	122753391	122830506	C11orf63	+	ENSG00000109944.6	protein_coding	KNOWN	79864
ENSG00000188909.4	11	122848278	122852428	BSX	-	ENSG00000188909.4	protein_coding	KNOWN	390259
ENSG00000109971.9	11	122928197	122933938	HSPA8	-	ENSG00000109971.9	protein_coding	KNOWN	3312
ENSG00000166250.7	11	122943035	123065989	CLMP	-	ENSG00000166250.7	protein_coding	KNOWN	79827
ENSG00000254667.1	11	123301058	123306427	AP000783.1	+	ENSG00000254667.1	protein_coding	PUTATIVE	NA
ENSG00000023171.10	11	123396344	123498482	GRAMD1B	+	ENSG00000023171.10	protein_coding	KNOWN	57476
ENSG00000166257.4	11	123499897	123525952	SCN3B	-	ENSG00000166257.4	protein_coding	KNOWN	55800
ENSG00000166261.6	11	123594885	123612383	ZNF202	-	ENSG00000166261.6	protein_coding	KNOWN	7753
ENSG00000221931.2	11	123624196	123625253	OR6X1	-	ENSG00000221931.2	protein_coding	KNOWN	390260
ENSG00000196099.4	11	123676043	123677095	OR6M1	-	ENSG00000196099.4	protein_coding	KNOWN	390261
ENSG00000204300.2	11	123753633	123756349	TMEM225	-	ENSG00000204300.2	protein_coding	KNOWN	338661
ENSG00000181518.2	11	123777109	123778183	OR8D4	+	ENSG00000181518.2	protein_coding	KNOWN	338662
ENSG00000171014.2	11	123810250	123811344	OR4D5	+	ENSG00000171014.2	protein_coding	KNOWN	219875
ENSG00000181499.2	11	123813492	123814580	OR6T1	-	ENSG00000181499.2	protein_coding	KNOWN	219874
ENSG00000196248.4	11	123847368	123848488	OR10S1	-	ENSG00000196248.4	protein_coding	KNOWN	219873
ENSG00000198674.3	11	123864870	123865868	OR10G6	-	ENSG00000198674.3	protein_coding	KNOWN	NA
ENSG00000254737.1	11	123886282	123887217	OR10G4	+	ENSG00000254737.1	protein_coding	KNOWN	390264
ENSG00000236981.1	11	123893720	123894655	OR10G9	+	ENSG00000236981.1	protein_coding	KNOWN	219870
ENSG00000234560.3	11	123900297	123901341	OR10G8	+	ENSG00000234560.3	protein_coding	KNOWN	219869
ENSG00000182634.7	11	123908773	123909717	OR10G7	-	ENSG00000182634.7	protein_coding	KNOWN	390265
ENSG00000110002.11	11	123986069	124018428	VWA5A	+	ENSG00000110002.11	protein_coding	KNOWN	4013
ENSG00000197309.2	11	124055923	124056952	OR10D3	+	ENSG00000197309.2	protein_coding	KNOWN	NA
ENSG00000255298.2	11	124134723	124135610	OR8G5	+	ENSG00000255298.2	protein_coding	KNOWN	219865
ENSG00000196341.2	11	124179708	124180733	OR8D1	-	ENSG00000196341.2	protein_coding	KNOWN	283159
ENSG00000197263.2	11	124189134	124190184	OR8D2	-	ENSG00000197263.2	protein_coding	KNOWN	NA
ENSG00000204293.2	11	124252291	124253258	OR8B2	-	ENSG00000204293.2	protein_coding	KNOWN	26595
ENSG00000196661.3	11	124266278	124267264	OR8B3	-	ENSG00000196661.3	protein_coding	KNOWN	390271
ENSG00000198657.3	11	124293807	124294789	OR8B4	-	ENSG00000198657.3	protein_coding	KNOWN	NA
ENSG00000197125.2	11	124310022	124311054	OR8B8	-	ENSG00000197125.2	protein_coding	KNOWN	26493
ENSG00000170953.2	11	124412578	124413575	OR8B12	-	ENSG00000170953.2	protein_coding	KNOWN	219858
ENSG00000196119.5	11	124439893	124441037	OR8A1	+	ENSG00000196119.5	protein_coding	KNOWN	390275
ENSG00000154143.2	11	124481386	124490252	PANX3	+	ENSG00000154143.2	protein_coding	KNOWN	116337
ENSG00000154144.8	11	124492757	124503008	TBRG1	+	ENSG00000154144.8	protein_coding	KNOWN	84897
ENSG00000110013.8	11	124505288	124564198	SIAE	-	ENSG00000110013.8	protein_coding	KNOWN	54414
ENSG00000064199.2	11	124543778	124567414	SPA17	+	ENSG00000064199.2	protein_coding	KNOWN	53340
ENSG00000154146.8	11	124609742	124617106	NRGN	+	ENSG00000154146.8	protein_coding	KNOWN	4900
ENSG00000019102.7	11	124617368	124622025	VSIG2	-	ENSG00000019102.7	protein_coding	KNOWN	23584
ENSG00000149564.7	11	124622135	124632186	ESAM	-	ENSG00000149564.7	protein_coding	KNOWN	90952
ENSG00000120458.5	11	124636394	124670345	MSANTD2	-	ENSG00000120458.5	protein_coding	KNOWN	79684
ENSG00000154134.10	11	124735282	124751362	ROBO3	+	ENSG00000154134.10	protein_coding	KNOWN	64221
ENSG00000154133.10	11	124754260	124768396	ROBO4	-	ENSG00000154133.10	protein_coding	KNOWN	54538
ENSG00000254943.1	11	124761459	124762022	RP11-664I21.6	+	ENSG00000254943.1	protein_coding	PUTATIVE	NA
ENSG00000165478.6	11	124789089	124806308	HEPACAM	-	ENSG00000165478.6	protein_coding	KNOWN	220296
ENSG00000149548.10	11	124824017	124911385	CCDC15	+	ENSG00000149548.10	protein_coding	KNOWN	80071
ENSG00000134955.7	11	124932963	124958376	SLC37A2	+	ENSG00000134955.7	protein_coding	KNOWN	219855
ENSG00000150433.5	11	124966398	124981659	TMEM218	-	ENSG00000150433.5	protein_coding	KNOWN	219854
ENSG00000165495.11	11	125034583	125303285	PKNOX2	+	ENSG00000165495.11	protein_coding	KNOWN	63876
ENSG00000149557.8	11	125315646	125366206	FEZ1	-	ENSG00000149557.8	protein_coding	KNOWN	9638
ENSG00000255537.1	11	125365110	125369424	AP000708.1	+	ENSG00000255537.1	protein_coding	PUTATIVE	403312
ENSG00000149547.10	11	125439112	125454575	EI24	+	ENSG00000149547.10	protein_coding	KNOWN	9538
ENSG00000134910.8	11	125461607	125495035	STT3A	+	ENSG00000134910.8	protein_coding	KNOWN	3703
ENSG00000149554.8	11	125495111	125546150	CHEK1	+	ENSG00000149554.8	protein_coding	KNOWN	1111
ENSG00000134940.9	11	125541417	125551018	ACRV1	-	ENSG00000134940.9	protein_coding	KNOWN	56
ENSG00000171053.5	11	125616188	125619762	PATE1	+	ENSG00000171053.5	protein_coding	KNOWN	160065
ENSG00000196844.4	11	125646008	125648714	PATE2	-	ENSG00000196844.4	protein_coding	KNOWN	399967
ENSG00000236027.2	11	125658006	125661495	PATE3	+	ENSG00000236027.2	protein_coding	KNOWN	100169851
ENSG00000237353.2	11	125703211	125709964	PATE4	+	ENSG00000237353.2	protein_coding	KNOWN	399968
ENSG00000198331.6	11	125753509	125770543	HYLS1	+	ENSG00000198331.6	protein_coding	KNOWN	219844
ENSG00000110060.4	11	125763381	125773116	PUS3	-	ENSG00000110060.4	protein_coding	KNOWN	83480
ENSG00000109832.8	11	125773271	125793005	DDX25	+	ENSG00000109832.8	protein_coding	KNOWN	29118
ENSG00000064309.10	11	125825691	125933230	CDON	-	ENSG00000064309.10	protein_coding	KNOWN	50937
ENSG00000165526.4	11	126071993	126081302	RPUSD4	-	ENSG00000165526.4	protein_coding	KNOWN	84881
ENSG00000197798.4	11	126081309	126132813	FAM118B	+	ENSG00000197798.4	protein_coding	KNOWN	79607
ENSG00000182934.7	11	126132882	126138949	SRPR	-	ENSG00000182934.7	protein_coding	KNOWN	6734
ENSG00000110074.6	11	126139040	126148026	FOXRED1	+	ENSG00000110074.6	protein_coding	KNOWN	55572
ENSG00000150455.9	11	126152960	126168740	TIRAP	+	ENSG00000150455.9	protein_coding	KNOWN	114609
ENSG00000255062.1	11	126166863	126174213	RP11-712L6.5	-	ENSG00000255062.1	protein_coding	PUTATIVE	NA
ENSG00000110063.4	11	126173647	126215644	DCPS	+	ENSG00000110063.4	protein_coding	KNOWN	28960
ENSG00000110080.14	11	126225535	126310239	ST3GAL4	+	ENSG00000110080.14	protein_coding	KNOWN	6484
ENSG00000149571.6	11	126293254	126871061	KIRREL3	-	ENSG00000149571.6	protein_coding	KNOWN	84623
ENSG00000134954.10	11	128328656	128457453	ETS1	-	ENSG00000134954.10	protein_coding	KNOWN	2113
ENSG00000151702.12	11	128562389	128683162	FLI1	+	ENSG00000151702.12	protein_coding	KNOWN	2313
ENSG00000151704.11	11	128706210	128737268	KCNJ1	-	ENSG00000151704.11	protein_coding	KNOWN	3758
ENSG00000120457.7	11	128761251	128790930	KCNJ5	+	ENSG00000120457.7	protein_coding	KNOWN	3762
ENSG00000174370.5	11	128769460	128775930	C11orf45	-	ENSG00000174370.5	protein_coding	KNOWN	219833
ENSG00000120471.10	11	128804626	128813040	TP53AIP1	-	ENSG00000120471.10	protein_coding	KNOWN	63970
ENSG00000134909.14	11	128834955	129149219	ARHGAP32	-	ENSG00000134909.14	protein_coding	KNOWN	9743
ENSG00000043039.5	11	129245835	129322171	BARX2	+	ENSG00000043039.5	protein_coding	KNOWN	8538
ENSG00000151715.3	11	129685714	129729898	TMEM45B	+	ENSG00000151715.3	protein_coding	KNOWN	120224
ENSG00000170322.10	11	129733531	129765485	NFRKB	-	ENSG00000170322.10	protein_coding	KNOWN	4798
ENSG00000170325.10	11	129769601	129872730	PRDM10	-	ENSG00000170325.10	protein_coding	KNOWN	56980
ENSG00000267981.1	11	129936836	129944012	AP003041.2	+	ENSG00000267981.1	protein_coding	NOVEL	NA
ENSG00000084234.12	11	129939732	130014699	APLP2	+	ENSG00000084234.12	protein_coding	KNOWN	334
ENSG00000149418.6	11	130029457	130080271	ST14	+	ENSG00000149418.6	protein_coding	KNOWN	6768
ENSG00000196323.7	11	130096572	130184581	ZBTB44	-	ENSG00000196323.7	protein_coding	KNOWN	29068
ENSG00000134917.9	11	130274820	130298888	ADAMTS8	-	ENSG00000134917.9	protein_coding	KNOWN	11095
ENSG00000166106.2	11	130318869	130346532	ADAMTS15	+	ENSG00000166106.2	protein_coding	KNOWN	170689
ENSG00000175728.2	11	130542851	130587247	C11orf44	+	ENSG00000175728.2	protein_coding	KNOWN	NA
ENSG00000120451.6	11	130745331	130786404	SNX19	-	ENSG00000120451.6	protein_coding	KNOWN	399979
ENSG00000182667.10	11	131240373	132206716	NTM	+	ENSG00000182667.10	protein_coding	KNOWN	50863
ENSG00000183715.9	11	132284871	133402414	OPCML	-	ENSG00000183715.9	protein_coding	KNOWN	4978
ENSG00000166118.3	11	133710526	133715433	SPATA19	-	ENSG00000166118.3	protein_coding	KNOWN	219938
ENSG00000080854.10	11	133778459	133826880	IGSF9B	-	ENSG00000080854.10	protein_coding	KNOWN	22997
ENSG00000166086.8	11	133938820	134021896	JAM3	+	ENSG00000166086.8	protein_coding	KNOWN	83700
ENSG00000151503.8	11	134022337	134095348	NCAPD3	-	ENSG00000151503.8	protein_coding	KNOWN	23310
ENSG00000151502.6	11	134094539	134117686	VPS26B	+	ENSG00000151502.6	protein_coding	KNOWN	112936
ENSG00000151500.10	11	134118173	134123264	THYN1	-	ENSG00000151500.10	protein_coding	KNOWN	29087
ENSG00000151498.7	11	134123389	134135749	ACAD8	+	ENSG00000151498.7	protein_coding	KNOWN	27034
ENSG00000166105.11	11	134144139	134189457	GLB1L3	+	ENSG00000166105.11	protein_coding	KNOWN	112937
ENSG00000149328.10	11	134201768	134248235	GLB1L2	+	ENSG00000149328.10	protein_coding	KNOWN	89944
ENSG00000109956.8	11	134248400	134281812	B3GAT1	-	ENSG00000109956.8	protein_coding	KNOWN	27087
ENSG00000268936.1	11	134855246	134856693	AP003062.1	+	ENSG00000268936.1	protein_coding	KNOWN	NA
ENSG00000120645.7	12	175931	287626	IQSEC3	+	ENSG00000120645.7	protein_coding	KNOWN	440073
ENSG00000111181.8	12	299243	323689	SLC6A12	-	ENSG00000111181.8	protein_coding	KNOWN	6539
ENSG00000010379.11	12	329789	372039	SLC6A13	-	ENSG00000010379.11	protein_coding	KNOWN	6540
ENSG00000073614.7	12	389295	498438	KDM5A	-	ENSG00000073614.7	protein_coding	KNOWN	5927
ENSG00000120647.5	12	498621	551811	CCDC77	+	ENSG00000120647.5	protein_coding	KNOWN	84318
ENSG00000139044.6	12	569530	672675	B4GALNT3	+	ENSG00000139044.6	protein_coding	KNOWN	283358
ENSG00000171840.7	12	673462	772945	NINJ2	-	ENSG00000171840.7	protein_coding	KNOWN	4815
ENSG00000060237.12	12	861759	1020618	WNK1	+	ENSG00000060237.12	protein_coding	KNOWN	65125
ENSG00000002016.12	12	1021243	1099219	RAD52	-	ENSG00000002016.12	protein_coding	KNOWN	5893
ENSG00000082805.15	12	1099775	1605099	ERC1	+	ENSG00000082805.15	protein_coding	KNOWN	23085
ENSG00000111186.8	12	1639057	1756409	WNT5B	+	ENSG00000111186.8	protein_coding	KNOWN	81029
ENSG00000171823.6	12	1675159	1703331	FBXL14	-	ENSG00000171823.6	protein_coding	KNOWN	144699
ENSG00000006831.9	12	1797740	1897844	ADIPOR2	+	ENSG00000006831.9	protein_coding	KNOWN	79602
ENSG00000151062.10	12	1901123	2028002	CACNA2D4	-	ENSG00000151062.10	protein_coding	KNOWN	93589
ENSG00000166159.6	12	1929433	1945918	LRTM2	+	ENSG00000166159.6	protein_coding	KNOWN	654429
ENSG00000151065.9	12	2055220	2113677	DCP1B	-	ENSG00000151065.9	protein_coding	KNOWN	196513
ENSG00000151067.16	12	2079952	2802108	CACNA1C	+	ENSG00000151067.16	protein_coding	KNOWN	775
ENSG00000004478.5	12	2904119	2914576	FKBP4	+	ENSG00000004478.5	protein_coding	KNOWN	2288
ENSG00000111203.7	12	2926389	2968957	ITFG2	+	ENSG00000111203.7	protein_coding	KNOWN	55846
ENSG00000053702.10	12	2934514	2944710	NRIP2	-	ENSG00000053702.10	protein_coding	KNOWN	83714
ENSG00000206044.3	12	2958397	2966213	AC005841.1	-	ENSG00000206044.3	protein_coding	KNOWN	NA
ENSG00000111206.8	12	2967498	2986206	FOXM1	-	ENSG00000111206.8	protein_coding	KNOWN	2305
ENSG00000171792.6	12	2985424	2998626	RHNO1	+	ENSG00000171792.6	protein_coding	KNOWN	83695
ENSG00000078246.11	12	3000053	3050306	TULP3	+	ENSG00000078246.11	protein_coding	KNOWN	7289
ENSG00000197905.4	12	3068496	3149839	TEAD4	+	ENSG00000197905.4	protein_coding	KNOWN	7004
ENSG00000011105.7	12	3186521	3395730	TSPAN9	+	ENSG00000011105.7	protein_coding	KNOWN	10867
ENSG00000111218.7	12	3490515	3703139	PRMT8	+	ENSG00000111218.7	protein_coding	KNOWN	56341
ENSG00000130038.5	12	3715799	3873985	EFCAB4B	-	ENSG00000130038.5	protein_coding	KNOWN	84766
ENSG00000111224.9	12	3900213	3982608	PARP11	-	ENSG00000111224.9	protein_coding	KNOWN	57097
ENSG00000118971.3	12	4382938	4414516	CCND2	+	ENSG00000118971.3	protein_coding	KNOWN	894
ENSG00000078237.4	12	4430371	4462338	C12orf5	+	ENSG00000078237.4	protein_coding	KNOWN	57103
ENSG00000118972.1	12	4477393	4488894	FGF23	-	ENSG00000118972.1	protein_coding	KNOWN	8074
ENSG00000111241.2	12	4537321	4554780	FGF6	-	ENSG00000111241.2	protein_coding	KNOWN	2251
ENSG00000047621.7	12	4596894	4647674	C12orf4	-	ENSG00000047621.7	protein_coding	KNOWN	57102
ENSG00000111247.10	12	4647950	4669214	RAD51AP1	+	ENSG00000111247.10	protein_coding	KNOWN	10635
ENSG00000010219.9	12	4671370	4723325	DYRK4	+	ENSG00000010219.9	protein_coding	KNOWN	8798
ENSG00000111254.3	12	4724674	4758213	AKAP3	-	ENSG00000111254.3	protein_coding	KNOWN	10566
ENSG00000139180.6	12	4758273	4798454	NDUFA9	+	ENSG00000139180.6	protein_coding	KNOWN	4704
ENSG00000130035.2	12	4829507	4881892	GALNT8	+	ENSG00000130035.2	protein_coding	KNOWN	3742
ENSG00000151079.6	12	4918342	4923502	KCNA6	+	ENSG00000151079.6	protein_coding	KNOWN	3742
ENSG00000111262.4	12	5019071	5040527	KCNA1	+	ENSG00000111262.4	protein_coding	KNOWN	3736
ENSG00000130037.3	12	5153085	5155949	KCNA5	+	ENSG00000130037.3	protein_coding	KNOWN	3741
